sample_id,chromosome,gene_location,sequence_length,acceptance_status,acceptance_score,file_path
748,chr22,10,5370,True,-815.4544250288283,chr22/10_sample_748.fasta
749,chr22,10,18626,True,-2621.688635194287,chr22/10_sample_749.fasta
750,chr22,10,42977,True,-6122.90224566157,chr22/10_sample_750.fasta
751,chr22,10,4265,True,-581.2478079350997,chr22/10_sample_751.fasta
752,chr22,10,82406,True,-11984.32163679692,chr22/10_sample_752.fasta
753,chr22,10,24902,True,-3645.5525033465256,chr22/10_sample_753.fasta
754,chr22,10,11052,True,-1593.8243200945913,chr22/10_sample_754.fasta
755,chr22,10,896,True,-117.03202179874293,chr22/10_sample_755.fasta
756,chr22,10,2351,True,-335.75383484885197,chr22/10_sample_756.fasta
757,chr22,10,15879,True,-2318.4164171491957,chr22/10_sample_757.fasta
758,chr22,10,12790,True,-1811.32973782036,chr22/10_sample_758.fasta
759,chr22,10,18637,True,-2790.152590269512,chr22/10_sample_759.fasta
760,chr22,10,29328,True,-4418.220872964549,chr22/10_sample_760.fasta
761,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_761.fasta
762,chr22,10,1135,True,-170.1823396639244,chr22/10_sample_762.fasta
763,chr22,10,6486,True,-945.3220648982207,chr22/10_sample_763.fasta
764,chr22,10,46137,True,-6783.294323062247,chr22/10_sample_764.fasta
765,chr22,10,21783,True,-3087.2907156918495,chr22/10_sample_765.fasta
766,chr22,10,34518,True,-5005.098696125744,chr22/10_sample_766.fasta
767,chr22,10,5504,True,-739.9785122833163,chr22/10_sample_767.fasta
768,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_768.fasta
769,chr22,10,16864,True,-2392.725962439164,chr22/10_sample_769.fasta
770,chr22,10,99916,True,-14358.523783277567,chr22/10_sample_770.fasta
771,chr22,10,22177,True,-3315.6123572675624,chr22/10_sample_771.fasta
772,chr22,10,11064,True,-1584.0160275644757,chr22/10_sample_772.fasta
773,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_773.fasta
774,chr22,10,53856,True,-7690.904377851587,chr22/10_sample_774.fasta
775,chr22,10,3649,True,-511.91953884573076,chr22/10_sample_775.fasta
776,chr22,10,18846,True,-2779.336366419633,chr22/10_sample_776.fasta
777,chr22,10,33735,True,-5064.643686619408,chr22/10_sample_777.fasta
778,chr22,10,70662,True,-10332.777030931727,chr22/10_sample_778.fasta
779,chr22,10,13503,True,-2014.5396447600674,chr22/10_sample_779.fasta
780,chr22,10,62280,True,-8984.375397174967,chr22/10_sample_780.fasta
781,chr22,10,30582,True,-4345.15064880093,chr22/10_sample_781.fasta
782,chr22,10,1072,True,-135.9168947106569,chr22/10_sample_782.fasta
783,chr22,10,22389,True,-3334.2116362393913,chr22/10_sample_783.fasta
784,chr22,10,12787,True,-1799.2314516116346,chr22/10_sample_784.fasta
785,chr22,10,8388,True,-1202.2211770126266,chr22/10_sample_785.fasta
786,chr22,10,15744,True,-2283.706942120053,chr22/10_sample_786.fasta
787,chr22,10,1281,True,-185.02611252813506,chr22/10_sample_787.fasta
788,chr22,10,35848,True,-5285.746174317059,chr22/10_sample_788.fasta
789,chr22,10,4220,True,-647.7378212677127,chr22/10_sample_789.fasta
790,chr22,10,34248,True,-5014.578653483271,chr22/10_sample_790.fasta
791,chr22,10,12187,True,-1801.5735612913832,chr22/10_sample_791.fasta
792,chr22,10,18493,True,-2723.0986756929888,chr22/10_sample_792.fasta
793,chr22,10,1013,True,-136.10034478083062,chr22/10_sample_793.fasta
794,chr22,10,655,True,-96.98286956364349,chr22/10_sample_794.fasta
795,chr22,10,1764,True,-240.49143800630912,chr22/10_sample_795.fasta
796,chr22,10,333,True,-47.533853672574516,chr22/10_sample_796.fasta
797,chr22,10,34477,True,-5047.759037181271,chr22/10_sample_797.fasta
798,chr22,10,162,True,-21.82174095733917,chr22/10_sample_798.fasta
799,chr22,10,15716,True,-2311.8768594183266,chr22/10_sample_799.fasta
800,chr22,10,19544,True,-2898.634811411479,chr22/10_sample_800.fasta
801,chr22,10,751,True,-105.13073669356746,chr22/10_sample_801.fasta
802,chr22,10,25928,True,-3771.4061452349943,chr22/10_sample_802.fasta
803,chr22,10,9964,True,-1418.8228954209076,chr22/10_sample_803.fasta
804,chr22,10,2215,True,-345.64134544686493,chr22/10_sample_804.fasta
805,chr22,10,3493,True,-482.89803823111276,chr22/10_sample_805.fasta
806,chr22,10,1684,True,-250.19549853414838,chr22/10_sample_806.fasta
807,chr22,10,25925,True,-3727.1604205824415,chr22/10_sample_807.fasta
808,chr22,10,19262,True,-2814.08440641654,chr22/10_sample_808.fasta
809,chr22,10,53732,True,-7767.042159446201,chr22/10_sample_809.fasta
810,chr22,10,35111,True,-5073.498251963253,chr22/10_sample_810.fasta
811,chr22,10,57570,True,-8424.598069222478,chr22/10_sample_811.fasta
812,chr22,10,8720,True,-1204.481980492104,chr22/10_sample_812.fasta
813,chr22,10,1961,True,-266.3734497583399,chr22/10_sample_813.fasta
814,chr22,10,9789,True,-1441.1599532022392,chr22/10_sample_814.fasta
815,chr22,10,5994,True,-902.4126067380237,chr22/10_sample_815.fasta
816,chr22,10,15044,True,-2129.64272983317,chr22/10_sample_816.fasta
817,chr22,10,7141,True,-1045.8284060794053,chr22/10_sample_817.fasta
818,chr22,10,2212,True,-303.05813432687813,chr22/10_sample_818.fasta
819,chr22,10,126053,True,-18357.865275723452,chr22/10_sample_819.fasta
820,chr22,10,49997,True,-7403.572456826987,chr22/10_sample_820.fasta
821,chr22,10,19503,True,-2781.572155964721,chr22/10_sample_821.fasta
822,chr22,10,4248,True,-598.4837183478227,chr22/10_sample_822.fasta
823,chr22,10,62535,True,-9278.887907109829,chr22/10_sample_823.fasta
824,chr22,10,48304,True,-6974.550828895717,chr22/10_sample_824.fasta
825,chr22,10,5008,True,-730.679916863588,chr22/10_sample_825.fasta
826,chr22,10,8127,True,-1174.9122177993427,chr22/10_sample_826.fasta
827,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_827.fasta
828,chr22,10,21352,True,-3169.761679145125,chr22/10_sample_828.fasta
829,chr22,10,40593,True,-5947.887269954478,chr22/10_sample_829.fasta
830,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_830.fasta
831,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_831.fasta
832,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_832.fasta
833,chr22,10,5263,True,-754.6794881774912,chr22/10_sample_833.fasta
834,chr22,10,4647,True,-657.4418817955509,chr22/10_sample_834.fasta
835,chr22,10,48626,True,-6961.328916463933,chr22/10_sample_835.fasta
836,chr22,10,2269,True,-318.37303933371425,chr22/10_sample_836.fasta
837,chr22,10,15340,True,-2207.7598972319015,chr22/10_sample_837.fasta
838,chr22,10,18154,True,-2678.9071551739353,chr22/10_sample_838.fasta
839,chr22,10,26301,True,-3811.7129137097445,chr22/10_sample_839.fasta
840,chr22,10,5607,True,-843.2324282523617,chr22/10_sample_840.fasta
841,chr22,10,76849,True,-11117.897035865448,chr22/10_sample_841.fasta
842,chr22,10,41797,True,-6072.5380675520055,chr22/10_sample_842.fasta
843,chr22,10,11460,True,-1747.5601972088514,chr22/10_sample_843.fasta
844,chr22,10,35572,True,-5141.947835669547,chr22/10_sample_844.fasta
845,chr22,10,50268,True,-7156.0532463325335,chr22/10_sample_845.fasta
846,chr22,10,80414,True,-11804.810068065228,chr22/10_sample_846.fasta
847,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_847.fasta
848,chr22,10,40540,True,-5950.245018799954,chr22/10_sample_848.fasta
849,chr22,10,74059,True,-10845.569411973232,chr22/10_sample_849.fasta
850,chr22,10,25023,True,-3685.023327670679,chr22/10_sample_850.fasta
851,chr22,10,8981,True,-1316.2100106312837,chr22/10_sample_851.fasta
852,chr22,10,62647,True,-9242.687905717288,chr22/10_sample_852.fasta
853,chr22,10,139995,True,-20464.012288161706,chr22/10_sample_853.fasta
854,chr22,10,1947,True,-304.0525146132681,chr22/10_sample_854.fasta
855,chr22,10,25057,True,-3730.7189255865046,chr22/10_sample_855.fasta
856,chr22,10,53031,True,-7768.301296003,chr22/10_sample_856.fasta
857,chr22,10,29625,True,-4333.249363695752,chr22/10_sample_857.fasta
858,chr22,10,42382,True,-6304.980027243317,chr22/10_sample_858.fasta
859,chr22,10,48268,True,-6933.535274074641,chr22/10_sample_859.fasta
860,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_860.fasta
861,chr22,10,7910,True,-1071.3435176910866,chr22/10_sample_861.fasta
862,chr22,10,1556,True,-252.35415814372388,chr22/10_sample_862.fasta
863,chr22,10,29729,True,-4249.301424912454,chr22/10_sample_863.fasta
864,chr22,10,6279,True,-884.5721419812645,chr22/10_sample_864.fasta
865,chr22,10,7731,True,-1125.619549911692,chr22/10_sample_865.fasta
866,chr22,10,4747,True,-707.2442467935863,chr22/10_sample_866.fasta
867,chr22,10,1041,True,-135.79911167500052,chr22/10_sample_867.fasta
868,chr22,10,32499,True,-4610.2111790786885,chr22/10_sample_868.fasta
869,chr22,10,12419,True,-1862.5840642140372,chr22/10_sample_869.fasta
870,chr22,10,54900,True,-8052.285264160466,chr22/10_sample_870.fasta
871,chr22,10,46371,True,-6668.032801853373,chr22/10_sample_871.fasta
872,chr22,10,22797,True,-3320.9740846418526,chr22/10_sample_872.fasta
873,chr22,10,28944,True,-4248.934524772127,chr22/10_sample_873.fasta
874,chr22,10,21040,True,-3080.3206789184915,chr22/10_sample_874.fasta
875,chr22,10,1062,True,-152.90577615106474,chr22/10_sample_875.fasta
876,chr22,10,1551,True,-201.9493269340256,chr22/10_sample_876.fasta
877,chr22,10,8890,True,-1288.5362394100275,chr22/10_sample_877.fasta
878,chr22,10,21222,True,-3089.1074890954587,chr22/10_sample_878.fasta
879,chr22,10,24017,True,-3486.140114718724,chr22/10_sample_879.fasta
880,chr22,10,34608,True,-5002.797239546125,chr22/10_sample_880.fasta
881,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_881.fasta
882,chr22,10,14097,True,-2021.1063045576975,chr22/10_sample_882.fasta
883,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_883.fasta
884,chr22,10,30194,True,-4363.525824602466,chr22/10_sample_884.fasta
885,chr22,10,9135,True,-1403.011844337065,chr22/10_sample_885.fasta
886,chr22,10,20515,True,-3000.7651011574985,chr22/10_sample_886.fasta
887,chr22,10,12985,True,-1877.9510852220112,chr22/10_sample_887.fasta
888,chr22,10,54389,True,-7777.978254464105,chr22/10_sample_888.fasta
889,chr22,10,1927,True,-264.7515893259073,chr22/10_sample_889.fasta
890,chr22,10,281,True,-32.6244137738465,chr22/10_sample_890.fasta
891,chr22,10,65748,True,-9515.15832657956,chr22/10_sample_891.fasta
892,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_892.fasta
893,chr22,10,8839,True,-1257.684414358421,chr22/10_sample_893.fasta
894,chr22,10,21359,True,-3175.870757833495,chr22/10_sample_894.fasta
895,chr22,10,29481,True,-4214.5783988499325,chr22/10_sample_895.fasta
896,chr22,10,11872,True,-1685.4239799307738,chr22/10_sample_896.fasta
897,chr22,10,5478,True,-788.9178310639979,chr22/10_sample_897.fasta
898,chr22,10,33670,True,-4827.2704785962915,chr22/10_sample_898.fasta
899,chr22,10,3322,True,-508.8457170176609,chr22/10_sample_899.fasta
900,chr22,10,6058,True,-855.8133095047173,chr22/10_sample_900.fasta
901,chr22,10,3096,True,-457.77484069415925,chr22/10_sample_901.fasta
902,chr22,10,10952,True,-1577.8819349417097,chr22/10_sample_902.fasta
903,chr22,10,68309,True,-10031.87193650074,chr22/10_sample_903.fasta
904,chr22,10,4157,True,-569.9083359414495,chr22/10_sample_904.fasta
905,chr22,10,63532,True,-9031.80855042651,chr22/10_sample_905.fasta
906,chr22,10,14670,True,-2016.9724354087173,chr22/10_sample_906.fasta
907,chr22,10,24451,True,-3511.1205152856246,chr22/10_sample_907.fasta
908,chr22,10,34565,True,-4962.592614941266,chr22/10_sample_908.fasta
909,chr22,10,32814,True,-4769.204551565023,chr22/10_sample_909.fasta
910,chr22,10,50878,True,-7445.645970836598,chr22/10_sample_910.fasta
911,chr22,10,27693,True,-4101.855988424349,chr22/10_sample_911.fasta
912,chr22,10,38970,True,-5543.5698234186675,chr22/10_sample_912.fasta
913,chr22,10,3631,True,-498.1472762034316,chr22/10_sample_913.fasta
914,chr22,10,2486,True,-383.35897526955387,chr22/10_sample_914.fasta
915,chr22,10,20651,True,-2943.6372621467485,chr22/10_sample_915.fasta
916,chr22,10,26835,True,-3913.9338844246636,chr22/10_sample_916.fasta
917,chr22,10,34422,True,-4920.650435000714,chr22/10_sample_917.fasta
918,chr22,10,28919,True,-4196.581586089771,chr22/10_sample_918.fasta
919,chr22,10,8529,True,-1252.3883540186332,chr22/10_sample_919.fasta
920,chr22,10,96178,True,-13997.469144008903,chr22/10_sample_920.fasta
921,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_921.fasta
922,chr22,10,17015,True,-2478.859662898784,chr22/10_sample_922.fasta
923,chr22,10,53428,True,-7739.293346421756,chr22/10_sample_923.fasta
924,chr22,10,11279,True,-1611.454232714419,chr22/10_sample_924.fasta
925,chr22,10,45786,True,-6714.813461024502,chr22/10_sample_925.fasta
926,chr22,10,14616,True,-2187.9984270692466,chr22/10_sample_926.fasta
927,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_927.fasta
928,chr22,10,1875,True,-264.3461242177991,chr22/10_sample_928.fasta
929,chr22,10,38365,True,-5537.489934929401,chr22/10_sample_929.fasta
930,chr22,10,80576,True,-11650.994972883047,chr22/10_sample_930.fasta
931,chr22,10,18649,True,-2614.299582279447,chr22/10_sample_931.fasta
932,chr22,10,2801,True,-414.66838143040786,chr22/10_sample_932.fasta
933,chr22,10,9447,True,-1418.952141357566,chr22/10_sample_933.fasta
934,chr22,10,14684,True,-2083.2675357701637,chr22/10_sample_934.fasta
935,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_935.fasta
936,chr22,10,17431,True,-2506.9003342603896,chr22/10_sample_936.fasta
937,chr22,10,2257,True,-306.06628912043067,chr22/10_sample_937.fasta
938,chr22,10,2592,True,-413.56976914173976,chr22/10_sample_938.fasta
939,chr22,10,620,True,-80.68713530379559,chr22/10_sample_939.fasta
940,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_940.fasta
941,chr22,10,566,True,-82.88435988113181,chr22/10_sample_941.fasta
942,chr22,10,27351,True,-3859.6057362029105,chr22/10_sample_942.fasta
943,chr22,10,22678,True,-3196.6651732503024,chr22/10_sample_943.fasta
944,chr22,10,46619,True,-6741.429273057211,chr22/10_sample_944.fasta
945,chr22,10,5398,True,-790.7617065343654,chr22/10_sample_945.fasta
946,chr22,10,29698,True,-4344.683692923042,chr22/10_sample_946.fasta
947,chr22,10,40912,True,-5954.374711684196,chr22/10_sample_947.fasta
948,chr22,10,28104,True,-4155.296076494365,chr22/10_sample_948.fasta
949,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_949.fasta
950,chr22,10,10280,True,-1528.7727171242361,chr22/10_sample_950.fasta
951,chr22,10,7063,True,-964.3768368469291,chr22/10_sample_951.fasta
952,chr22,10,34482,True,-4911.288260678821,chr22/10_sample_952.fasta
953,chr22,10,77883,True,-11307.581709135256,chr22/10_sample_953.fasta
954,chr22,10,18652,True,-2707.602408748354,chr22/10_sample_954.fasta
955,chr22,10,13845,True,-1992.961401193811,chr22/10_sample_955.fasta
956,chr22,10,19198,True,-2654.4229006840283,chr22/10_sample_956.fasta
957,chr22,10,5632,True,-830.9392290724587,chr22/10_sample_957.fasta
958,chr22,10,9679,True,-1415.1601584145542,chr22/10_sample_958.fasta
959,chr22,10,37823,True,-5518.240250009514,chr22/10_sample_959.fasta
960,chr22,10,28431,True,-4177.107797999564,chr22/10_sample_960.fasta
961,chr22,10,68915,True,-9894.497460680823,chr22/10_sample_961.fasta
962,chr22,10,106022,True,-15502.945232978484,chr22/10_sample_962.fasta
963,chr22,10,2013,True,-316.868961936938,chr22/10_sample_963.fasta
964,chr22,10,14440,True,-2000.7309052823896,chr22/10_sample_964.fasta
965,chr22,10,2797,True,-351.1073048234489,chr22/10_sample_965.fasta
966,chr22,10,16181,True,-2354.079619364588,chr22/10_sample_966.fasta
967,chr22,10,21787,True,-3149.1642648318684,chr22/10_sample_967.fasta
968,chr22,10,61040,True,-9046.969195562278,chr22/10_sample_968.fasta
969,chr22,10,20736,True,-2942.697085993873,chr22/10_sample_969.fasta
970,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_970.fasta
971,chr22,10,14018,True,-2089.9498904710704,chr22/10_sample_971.fasta
972,chr22,10,39724,True,-5779.386838043857,chr22/10_sample_972.fasta
973,chr22,10,37136,True,-5459.032969457071,chr22/10_sample_973.fasta
974,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_974.fasta
975,chr22,10,10328,True,-1481.9785069197555,chr22/10_sample_975.fasta
976,chr22,10,7079,True,-1020.6666435746962,chr22/10_sample_976.fasta
977,chr22,10,28121,True,-4069.5772159114845,chr22/10_sample_977.fasta
978,chr22,10,8054,True,-1229.5530620279192,chr22/10_sample_978.fasta
979,chr22,10,1076,True,-150.185303429964,chr22/10_sample_979.fasta
980,chr22,10,43957,True,-6457.771551939988,chr22/10_sample_980.fasta
981,chr22,10,15285,True,-2323.2684474131106,chr22/10_sample_981.fasta
982,chr22,10,1233,True,-162.32215460645222,chr22/10_sample_982.fasta
983,chr22,10,15830,True,-2310.0308958155792,chr22/10_sample_983.fasta
984,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_984.fasta
985,chr22,10,35835,True,-5213.985114579031,chr22/10_sample_985.fasta
986,chr22,10,17666,True,-2535.2286876944577,chr22/10_sample_986.fasta
987,chr22,10,58318,True,-8428.06589325766,chr22/10_sample_987.fasta
988,chr22,10,22944,True,-3377.6558054443735,chr22/10_sample_988.fasta
989,chr22,10,26650,True,-3876.451820673285,chr22/10_sample_989.fasta
990,chr22,10,798,True,-109.28961977692714,chr22/10_sample_990.fasta
991,chr22,10,166769,True,-24195.300734698292,chr22/10_sample_991.fasta
992,chr22,10,1446,True,-201.67519589495208,chr22/10_sample_992.fasta
993,chr22,10,26380,True,-3803.014696369317,chr22/10_sample_993.fasta
994,chr22,10,11311,True,-1638.788205862087,chr22/10_sample_994.fasta
995,chr22,10,3282,True,-433.5011383411828,chr22/10_sample_995.fasta
996,chr22,10,19145,True,-2730.526293575593,chr22/10_sample_996.fasta
997,chr22,10,37465,True,-5379.699406734034,chr22/10_sample_997.fasta
998,chr22,10,26886,True,-4047.176579228004,chr22/10_sample_998.fasta
999,chr22,10,4979,True,-687.7047916688743,chr22/10_sample_999.fasta
